Class,Scientific_name,Common_name
birds,Gerygone palpebrosa,fairy gerygone
birds,Hylacola pyrrhopygia,chestnut-rumped heathwren
birds,Oreoscopus gutturalis,fernwren
birds,Pyrrholaemus brunneus,redthroat
birds,Sericornis beccarii,tropical scrubwren
birds,Sericornis citreogularis,yellow-throated scrubwren
birds,Sericornis frontalis,white-browed scrubwren
birds,Sericornis keri,Atherton scrubwren
birds,Sericornis magnirostra,large-billed scrubwren
birds,Smicrornis brevirostris,weebill
birds,Pardalotus punctatus,spotted pardalote
birds,Pardalotus rubricatus,red-browed pardalote
birds,Pardalotus striatus,striated pardalote
birds,Acanthagenys rufogularis,spiny-cheeked honeyeater
birds,Acanthorhynchus tenuirostris,eastern spinebill
birds,Anthochaera carunculata,red wattlebird
birds,Anthochaera chrysoptera,little wattlebird
birds,Anthochaera phrygia,regent honeyeater
birds,Ashbyia lovensis,gibberbird
birds,Bolemoreus frenatus,bridled honeyeater
birds,Bolemoreus hindwoodi,Eungella honeyeater
birds,Caligavis chrysops,yellow-faced honeyeater
birds,Certhionyx variegatus,pied honeyeater
birds,Cissomela pectoralis,banded honeyeater
birds,Conopophila albogularis,rufous-banded honeyeater
birds,Conopophila rufogularis,rufous-throated honeyeater
birds,Entomyzon cyanotis,blue-faced honeyeater
birds,Epthianura albifrons,white-fronted chat
birds,Epthianura aurifrons,orange chat
birds,Epthianura crocea crocea,yellow chat (gulf)
birds,Epthianura crocea macgregori,yellow chat (Dawson)
birds,Epthianura tricolor,crimson chat
birds,Gavicalis fasciogularis,mangrove honeyeater
birds,Gavicalis versicolor,varied honeyeater
birds,Gavicalis virescens,singing honeyeater
birds,Glycichaera fallax claudi,green-backed honeyeater
birds,Grantiella picta,painted honeyeater
birds,Lichenostomus melanops,yellow-tufted honeyeater
birds,Lichmera indistincta,brown honeyeater
birds,Manorina flavigula,yellow-throated miner
birds,Manorina melanocephala,noisy miner
birds,Manorina melanophrys,bell miner
birds,Meliphaga gracilis,graceful honeyeater
birds,Meliphaga lewinii,Lewin's honeyeater
birds,Meliphaga notata,yellow-spotted honeyeater
birds,Melithreptus albogularis,white-throated honeyeater
birds,Melithreptus brevirostris,brown-headed honeyeater
birds,Melithreptus gularis gularis,black-chinned honeyeater (eastern)
birds,Melithreptus gularis laetior,golden-backed honeyeater
birds,Melithreptus lunatus,white-naped honeyeater
birds,Myzomela erythrocephala,red-headed honeyeater
birds,Myzomela obscura,dusky honeyeater
birds,Myzomela sanguinolenta,scarlet honeyeater
birds,Nesoptilotis leucotis,white-eared honeyeater
birds,Philemon argenticeps,silver-crowned friarbird
birds,Philemon buceroides,helmeted friarbird
birds,Philemon citreogularis,little friarbird
birds,Philemon corniculatus,noisy friarbird
birds,Phylidonyris niger,white-cheeked honeyeater
birds,Phylidonyris novaehollandiae,New Holland honeyeater
birds,Plectorhyncha lanceolata,striped honeyeater
birds,Ptilotula flavescens,yellow-tinted honeyeater
birds,Ptilotula fusca,fuscous honeyeater
birds,Ptilotula keartlandi,grey-headed honeyeater
birds,Ptilotula penicillata,white-plumed honeyeater
birds,Ptilotula plumula,grey-fronted honeyeater
birds,Purnella albifrons,white-fronted honeyeater
birds,Ramsayornis fasciatus,bar-breasted honeyeater
birds,Ramsayornis modestus,brown-backed honeyeater
birds,Stomiopera flava,yellow honeyeater
birds,Stomiopera unicolor,white-gaped honeyeater
birds,Sugomel niger,black honeyeater
birds,Trichodere cockerelli,white-streaked honeyeater
birds,Xanthotis flaviventer,tawny-breasted honeyeater
birds,Xanthotis macleayanus,Macleay's honeyeater
birds,Pomatostomus halli,Hall's babbler
birds,Pomatostomus ruficeps,chestnut-crowned babbler
birds,Pomatostomus superciliosus,white-browed babbler
birds,Pomatostomus temporalis rubeculus,grey-crowned babbler (north-western)
birds,Pomatostomus temporalis temporalis,grey-crowned babbler (eastern)
birds,Orthonyx spaldingii,chowchilla
birds,Orthonyx temminckii,Australian logrunner
birds,Cinclosoma castaneothorax,chestnut-breasted quail-thrush
birds,Cinclosoma cinnamomeum,cinnamon quail-thrush
birds,Cinclosoma punctatum,spotted quail-thrush
birds,Psophodes cristatus,chirruping wedgebill
birds,Psophodes occidentalis,chiming wedgebill
birds,Psophodes olivaceus,eastern whipbird
birds,Daphoenositta chrysoptera,varied sittella
birds,Coracina lineata,barred cuckoo-shrike
birds,Coracina maxima,ground cuckoo-shrike
birds,Coracina novaehollandiae,black-faced cuckoo-shrike
birds,Coracina papuensis,white-bellied cuckoo-shrike
birds,Coracina tenuirostris,cicadabird
birds,Lalage leucomela,varied triller
birds,Lalage tricolor,white-winged triller
birds,Colluricincla boweri,Bower's shrike-thrush
birds,Colluricincla harmonica,grey shrike-thrush
birds,Colluricincla megarhyncha,little shrike-thrush
birds,Colluricincla woodwardi,sandstone shrike-thrush
birds,Falcunculus frontatus,crested shrike-tit
birds,Oreoica gutturalis,crested bellbird
birds,Pachycephala lanioides,white-breasted whistler
birds,Pachycephala melanura,mangrove golden whistler
birds,Pachycephala olivacea,olive whistler
birds,Pachycephala pectoralis pectoralis,golden whistler (central Queensland)
birds,Pachycephala pectoralis youngi,golden whistler (south-eastern Australia)
birds,Pachycephala rufiventris,rufous whistler
birds,Pachycephala simplex peninsulae,grey whistler
birds,Oriolus flavocinctus,yellow oriole
birds,Oriolus sagittatus,olive-backed oriole
birds,Sphecotheres vieilloti,Australasian figbird
birds,Artamus cinereus dealbatus,black-faced woodswallow (east-central Queensland)
birds,Artamus cinereus melanops,black-faced woodswallow (north-west & inland Australia)
birds,Artamus cinereus normani,black-faced woodswallow (Cape York Peninsula)
birds,Artamus cyanopterus,dusky woodswallow
birds,Artamus leucorynchus,white-breasted woodswallow
birds,Artamus minor,little woodswallow
birds,Artamus personatus,masked woodswallow
birds,Artamus superciliosus,white-browed woodswallow
birds,Cracticus mentalis,black-backed butcherbird
birds,Cracticus nigrogularis,pied butcherbird
birds,Cracticus quoyi jardini,black butcherbird (coastal Cape York Peninsula)
birds,Cracticus quoyi rufescens,black butcherbird (coastal north-central Queensland))
birds,Cracticus tibicen,Australian magpie
birds,Cracticus torquatus,grey butcherbird
birds,Strepera graculina graculina,pied currawong (eastern Australia)
birds,Strepera graculina magnirostris,pied currawong (Cape York Peninsula)
birds,Strepera graculina robinsoni,pied currawong (wet tropics)
birds,Dicrurus bracteatus atrabectus,spangled drongo (Cape York Peninsula)
birds,Dicrurus bracteatus bracteatus,spangled drongo (eastern Australia)
birds,Rhipidura albiscapa,grey fantail
birds,Rhipidura dryas,Arafura fantail
birds,Rhipidura leucophrys leucophrys,willie wagtail (southern)
birds,Rhipidura leucophrys picata,willie wagtail (northern)
birds,Rhipidura phasiana,mangrove grey fantail
birds,Rhipidura rufifrons,rufous fantail
birds,Rhipidura rufiventris,northern fantail
birds,Corvus bennetti,little crow
birds,Corvus coronoides,Australian raven
birds,Corvus orru,Torresian crow
birds,Pica pica,black-billed magpie
birds,Arses kaupi,pied monarch
birds,Arses telescopthalmus,frilled monarch
birds,Carterornis leucotis,white-eared monarch
birds,Grallina cyanoleuca,magpie-lark
birds,Machaerirhynchus flaviventer,yellow-breasted boatbill
birds,Monarcha frater,black-winged monarch
birds,Monarcha melanopsis,black-faced monarch
birds,Myiagra alecto,shining flycatcher
birds,Myiagra cyanoleuca,satin flycatcher
birds,Myiagra inquieta,restless flycatcher
birds,Myiagra rubecula,leaden flycatcher
birds,Myiagra ruficollis,broad-billed flycatcher
birds,Symposiachrus trivirgatus,spectacled monarch
birds,Corcorax melanorhamphos,white-winged chough
birds,Struthidea cinerea,apostlebird
birds,Phonygammus keraudrenii,trumpet manucode
birds,Ptiloris magnificus,magnificent riflebird
birds,Ptiloris paradiseus,paradise riflebird
birds,Ptiloris victoriae,Victoria's riflebird
birds,Drymodes superciliaris,northern scrub-robin
birds,Eopsaltria australis,eastern yellow robin
birds,Heteromyias cinereifrons,grey-headed robin
birds,Melanodryas cucullata cucullata,hooded robin (south-eastern)
birds,Melanodryas cucullata picata,hooded robin (northern inland)
birds,Microeca fascinans,jacky winter
birds,Microeca flavigaster,lemon-bellied flycatcher
birds,Microeca griseoceps,yellow-legged flycatcher
birds,Peneonanthe pulverulenta,mangrove robin
birds,Petroica boodang,scarlet robin
birds,Petroica goodenovii,red-capped robin
birds,Petroica phoenicea,flame robin
birds,Petroica rosea,rose robin
birds,Poecilodryas cerviniventris,buff-sided robin
birds,Poecilodryas superciliosa,white-browed robin
birds,Tregellasia capito,pale-yellow robin
birds,Tregellasia leucops,white-faced robin
birds,Mirafra javanica,Horsfield's bushlark
birds,Cisticola exilis,golden-headed cisticola
birds,Cisticola juncidis laveryi,zitting cisticola
birds,Cisticola juncidis normani,zitting cisticola (Normanton subspecies)
birds,Acrocephalus australis,Australian reed-warbler
birds,Acrocephalus orientalis,oriental reed-warbler
birds,Cincloramphus cruralis,brown songlark
birds,Cincloramphus mathewsi,rufous songlark
birds,Eremiornis carteri,spinifexbird
birds,Megalurus gramineus,little grassbird
birds,Megalurus timoriensis,tawny grassbird
birds,Zosterops citrinella,pale white-eye
birds,Zosterops lateralis chlorocephalus,silvereye (southern Great Barrier Reef Islands)
birds,Zosterops lateralis cornwalli,silvereye (eastern)
birds,Zosterops lateralis vegetus,silvereye (Cape York Peninsula)
birds,Zosterops luteus,yellow white-eye
birds,Cecropis daurica,red-rumped swallow
birds,Cheramoeca leucosterna,white-backed swallow
birds,Hirundo neoxena,welcome swallow
birds,Hirundo rustica,barn swallow
birds,Petrochelidon ariel,fairy martin
birds,Petrochelidon nigricans,tree martin
birds,Pycnonotus jocosus,red-whiskered bulbul
birds,Monticola solitarius,blue rock thrush
birds,Oenanthe isabellina,Isabelline wheatear
birds,Turdus merula,common blackbird
birds,Turdus obscurus,eyebrowed thrush
birds,Turdus philomelos,song thrush
birds,Zoothera heinei,russet-tailed thrush
birds,Zoothera lunulata cuneata,bassian thrush (north-east Queensland)
birds,Zoothera lunulata lunulata,bassian thrush (south-east Queensland)
birds,Acridotheres tristis,common myna
birds,Aplonis cantoroides,singing starling
birds,Aplonis metallica,metallic starling
birds,Sturnus vulgaris,common starling
birds,Dicaeum geelvinkianum,red-capped flowerpecker
birds,Dicaeum hirundinaceum,mistletoebird
birds,Nectarinia jugularis,olive-backed sunbird
birds,Emblema pictum,painted finch
birds,Erythrura gouldiae,Gouldian finch
birds,Erythrura trichroa,blue-faced parrot-finch
birds,Heteromunia pectoralis,pictorella mannikin
birds,Lonchura castaneothorax,chestnut-breasted mannikin
birds,Lonchura punctulata,nutmeg mannikin
birds,Neochmia modesta,plum-headed finch
birds,Neochmia phaeton evangelinae,crimson finch (white-bellied subspecies)
birds,Neochmia phaeton phaeton,crimson finch
birds,Neochmia ruficauda clarescens,star finch (northern subspecies)
birds,Neochmia ruficauda ruficauda,star finch (eastern subspecies)
birds,Neochmia temporalis,red-browed finch
birds,Poephila acuticauda,long-tailed finch
birds,Poephila cincta atropygialis,black-throated finch (black-rumped subspecies)
birds,Poephila cincta cincta,black-throated finch (white-rumped subspecies)
birds,Poephila personata,masked finch
birds,Stagonopleura guttata,diamond firetail
birds,Taeniopygia bichenovii,double-barred finch
birds,Taeniopygia guttata,zebra finch
birds,Passer domesticus,house sparrow
birds,Anthus novaeseelandiae,Australasian pipit
birds,Motacilla alba,white wagtail
birds,Motacilla cinerea,grey wagtail
birds,Motacilla taivana,green-headed yellow wagtail
birds,Motacilla tschutschensis,eastern yellow wagtail
birds,Acanthis flammea,common redpoll
birds,Carduelis carduelis,European goldfinch
birds,Chloris chloris,common greenfinch
bivalves,Hippopus hippopus,bear paw clam
bivalves,Tridacna derasa,
bivalves,Tridacna gigas,
bivalves,Tridacna squamosa,giant clam
branchiopods,Streptocephalus archeri,
branchiopods,Triops australiensis,shield shrimp
cartilaginous fishes,Centrophorus harrissoni,Harrisson's dogfish
cartilaginous fishes,Chimaera macrospina,longspine chimaera
cartilaginous fishes,Chimaera obscura,shortspine chimaera
cartilaginous fishes,Hydrolagus lemures,blackfin ghostshark
cartilaginous fishes,Hydrolagus marmoratus,marbled ghostshark
cartilaginous fishes,Heterodontus galeatus,crested hornshark
cartilaginous fishes,Heterodontus portusjacksoni,Port Jackson shark
cartilaginous fishes,Nebrius ferrugineus,tawny shark
cartilaginous fishes,Chiloscyllium punctatum,grey carpetshark
cartilaginous fishes,Hemiscyllium ocellatum,epaulette shark
cartilaginous fishes,Hemiscyllium trispeculare,speckled carpetshark
cartilaginous fishes,Eucrossorhinus dasypogon,tasselled wobbegong
cartilaginous fishes,Orectolobus halei,
cartilaginous fishes,Orectolobus maculatus,spotted wobbegong
cartilaginous fishes,Orectolobus ornatus,banded wobbegong
cartilaginous fishes,Orectolobus wardi,northern wobbegong
cartilaginous fishes,Parascyllium collare,collar carpetshark
cartilaginous fishes,Rhincodon typus,whale shark
cartilaginous fishes,Stegastoma fasciatum,zebra shark
cartilaginous fishes,Carcharhinus albimarginatus,silvertip shark
cartilaginous fishes,Carcharhinus altimus,bignose shark
cartilaginous fishes,Carcharhinus amblyrhynchoides,graceful shark
cartilaginous fishes,Carcharhinus amblyrhynchos,grey reef shark
cartilaginous fishes,Carcharhinus amboinensis,pigeye shark
cartilaginous fishes,Carcharhinus brachyurus,bronze whaler
cartilaginous fishes,Carcharhinus brevipinna,spinner shark
cartilaginous fishes,Carcharhinus cautus,nervous shark
cartilaginous fishes,Carcharhinus dussumieri,whitecheek shark
cartilaginous fishes,Carcharhinus falciformis,silky shark
cartilaginous fishes,Carcharhinus fitzroyensis,creek whaler
cartilaginous fishes,Carcharhinus galapagensis,Galapagos shark
cartilaginous fishes,Carcharhinus leucas,bull shark
cartilaginous fishes,Carcharhinus limbatus,common blacktip shark
cartilaginous fishes,Carcharhinus longimanus,oceanic whitetip shark
cartilaginous fishes,Carcharhinus macloti,hardnose shark
cartilaginous fishes,Carcharhinus melanopterus,blacktip reef shark
cartilaginous fishes,Carcharhinus obscurus,dusky whaler
cartilaginous fishes,Carcharhinus plumbeus,sandbar shark
cartilaginous fishes,Carcharhinus sorrah,spot-tail shark
cartilaginous fishes,Carcharhinus tilstoni,Australian blacktip shark
cartilaginous fishes,Galeocerdo cuvier,tiger shark
cartilaginous fishes,Glyphis glyphis,Bizant River shark
cartilaginous fishes,Loxodon macrorhinus,sliteye shark
cartilaginous fishes,Negaprion acutidens,lemon shark
cartilaginous fishes,Prionace glauca,blue shark
cartilaginous fishes,Rhizoprionodon acutus,milk shark
cartilaginous fishes,Rhizoprionodon oligolinx,grey sharpnose shark
cartilaginous fishes,Rhizoprionodon taylori,Australian sharpnose shark
cartilaginous fishes,Triaenodon obesus,whitetip reef shark
cartilaginous fishes,Hemigaleus australiensis,weasel shark
cartilaginous fishes,Hemipristis elongata,fossil shark
cartilaginous fishes,Pseudotriakis microdon,false catshark
cartilaginous fishes,Apristurus australis,pinocchio catshark
cartilaginous fishes,Apristurus longicephalus,smoothbelly catshark
cartilaginous fishes,Apristurus platyrhynchus,
cartilaginous fishes,Asymbolus analis,grey spotted catshark
cartilaginous fishes,Asymbolus pallidus,pale spotted catshark
cartilaginous fishes,Asymbolus rubiginosus,orange spotted catshark
cartilaginous fishes,Atelomycterus marnkalha,
cartilaginous fishes,Cephaloscyllium signourum,speckled swell shark
cartilaginous fishes,Cephaloscyllium variegatum,saddled swell shark
cartilaginous fishes,Cephaloscyllium zebrum,narrowbar swell shark
cartilaginous fishes,Figaro boardmani,sawtail catshark
cartilaginous fishes,Figaro striatus,northern sawtail shark
cartilaginous fishes,Galeus gracilis,slender sawtail catshark
cartilaginous fishes,Parmaturus bigus,short-tail catshark
cartilaginous fishes,Eusphyra blochii,winghead shark
cartilaginous fishes,Sphyrna lewini,scalloped hammerhead
cartilaginous fishes,Sphyrna mokarran,great hammerhead
cartilaginous fishes,Galeorhinus galeus,school shark
cartilaginous fishes,Hemitriakis abdita,darksnout houndshark
cartilaginous fishes,Hypogaleus hyugaensis,pencil shark
cartilaginous fishes,Iago garricki,longnose houndshark
cartilaginous fishes,Mustelus antarcticus,gummy shark
cartilaginous fishes,Mustelus ravidus,grey gummy shark
